PDB_ID	RELEASE_DATE	INITIAL_SPLIT	STRICT_RANK1_RMSD_ANGSTROM	SELECTION_STATUS	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	RNA_CHAIN_ID	TARGET_DIRECTORY
9E75	2025-11-05	test	27.285	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9e75
9E9O	2025-11-05	test	18.262	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9E9Q	2025-07-09	test	18.728	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9EBP	2025-11-19	test	30.593	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9EBV	2025-11-19	test	30.697	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9EC4	2025-11-19	test	28.785	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9ECQ	2025-04-16	test	2.559	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9ecq
9ECR	2025-04-16	test	2.309	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9ecr
9ELR	2025-09-24	test	27.137	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9ELY	2025-04-23	test	28.204	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9ely
9EN6	2024-05-01	test	9.959	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9EOW	2024-06-19	test	4.97	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9eow
9EWW	2025-04-16	test	26.478	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9eww
9FM4	2025-05-07	test	4.134	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9fm4
9FN2	2025-01-22	test	24.984	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9FN3	2025-02-05	test	22.578	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9FO8	2024-11-06	test	5.232	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9fo8
9FO9	2024-11-06	test	6.25	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9fo9
9G4I	2025-11-05	test	4.147	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9g4i
9G4J	2025-11-05	test	11.076	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9G4L	2025-11-05	test	4.541	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9G4P	2025-07-30	test	16.87	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9G4Q	2025-07-30	test	33.282	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9G4R	2025-07-30	test	7.344	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9g4r
9G4V	2025-11-05	test	6.068	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9G54	2025-11-05	test	3.168	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9G56	2025-12-17	test	7.025	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9G7C	2024-10-30	test	29.388	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9g7c
9H82	2024-12-04	test	14.897	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9H83	2024-12-04	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9H86	2024-12-04	test	49.449	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
9H8A	2024-12-04	test	47.617	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
9HRD	2026-01-14	test	33.964	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9HRF	2026-01-14	test	8.182	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9hrf
9HRG	2026-01-14	test	34.556	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9HRO	2025-10-01	test	3.819	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9hro
9I8B	2025-03-12	test	3.627	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9I9W	2025-09-24	test	4.193	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9IF0	2025-09-24	test	4.359	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9IF1	2025-09-24	test	2.228	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9IO0	2025-04-02	test	4.278	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9io0
9IO1	2025-04-02	test	4.019	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9io1
9IOR	2025-04-02	test	4.72	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9ior
9IOS	2025-04-02	test	5.282	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9ios
9IOU	2025-04-02	test	5.788	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9iou
9IS7	2025-02-12	test	47.583	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9ISV	2025-03-19	test	38.831	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9isv
9IWF	2025-06-04	test	4.053	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9IWG	2025-06-04	test	4.195	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9J3R	2025-03-19	test	82.158	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9J3T	2025-03-19	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
9J4N	2025-07-09	test	3.467	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9j4n
9J4O	2025-07-09	test	3.944	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9j4o
9J6P	2025-01-15	test	2.435	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9J6Y	2025-03-19	test	90.032	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
9J9X	2026-03-04	test		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
9JA7	2025-09-03	test	4.215	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9JA9	2025-09-03	test	4.177	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9JC8	2026-03-04	test	10.486	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	N	
9JGM	2025-06-04	test	37.746	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9K9G	2026-04-22	test	19.559	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9k9g
9K9H	2026-04-22	test	20.303	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9K9J	2026-04-22	test	5.946	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9K9K	2026-04-22	test	5.819	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9k9k
9KAD	2025-01-22	test	8.428	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9KGG	2025-11-12	test	8.333	SELECTED	test	KEPT		U	/storage9920/home/tinghao.xia/Data_V1/test/9kgg
9KGH	2025-11-12	test	6.375	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	U	
9KPH	2025-03-19	test	51.421	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9KPO	2025-03-19	test	39.118	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9L0R	2025-03-19	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=12; required exactly 1		
9L8F	2026-07-01	test	8.905	SELECTED	test	KEPT		U	/storage9920/home/tinghao.xia/Data_V1/test/9l8f
9LCR	2025-03-19	test	22.027	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9LE3	2025-09-10	test	93.022	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
9LE5	2025-09-10	test	44.681	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9LE6	2025-09-10	test	96.996	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
9LEC	2025-09-10	test	33.708	SELECTED	test	KEPT		J	/storage9920/home/tinghao.xia/Data_V1/test/9lec
9LEE	2025-09-10	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=10; required exactly 1		
9LEL	2025-09-10	test	47.87	SELECTED	test	KEPT		J	/storage9920/home/tinghao.xia/Data_V1/test/9lel
9LEM	2025-09-10	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=10; required exactly 1		
9LHK	2025-09-10	test	55.607	SELECTED	test	KEPT		G	/storage9920/home/tinghao.xia/Data_V1/test/9lhk
9LHL	2025-09-10	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=14; required exactly 1		
9LJN	2025-11-26	test	5.571	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9LKC	2025-11-26	test	6.114	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9LKE	2025-11-26	test	5.518	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9lke
9LKF	2025-11-26	test	5.853	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9LKU	2025-08-20	test	3.647	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	X	
9LKV	2025-08-20	test	3.797	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	X	
9LKW	2025-08-20	test	3.967	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	X	
9LMC	2025-11-26	test	25.143	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9LMF	2025-03-19	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=10; required exactly 1		
9M78	2025-09-10	test	82.485	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
9M79	2025-09-10	test	43.871	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9m79
9MCW	2025-04-23	test	49.45	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9MDS	2025-04-30	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
9MDW	2025-05-14	test	14.37	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9mdw
9MDX	2025-05-14	test	14.572	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9mdx
9MDY	2025-05-14	test	14.308	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9mdy
9MEE	2025-04-30	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=14; required exactly 1		
9MFH	2025-09-24	test	5.011	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9mfh
9MM6	2025-06-04	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
9MME	2025-06-04	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
9MMG	2025-06-04	test	51.033	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	c	
9MQS	2025-04-30	test	9.019	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9MQT	2025-04-30	test	9.17	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9mqt
9MQU	2025-04-30	test	9.117	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9NA1	2026-03-04	test	36.282	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9NA7	2026-03-04	test	42.145	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9NAK	2026-03-04	test	34.578	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9NAM	2026-03-04	test	12.733	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9nam
9NAP	2026-03-04	test	20.783	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9NAS	2026-03-04	test	42.796	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9NBC	2026-03-04	test	1.53	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9nbc
9NBH	2026-03-04	test	41.263	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9NDD	2026-03-04	test	53.439	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9NDV	2026-03-04	test	5.268	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9ndv
9NDW	2026-03-04	test	48.302	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9NDX	2026-03-04	test	60.933	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9O47	2026-04-22	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OBM	2025-07-16	test	6.236	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9obm
9OD4	2025-10-15	test	0.848	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9od4
9OD5	2025-10-15	test	2.037	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9OL2	2025-10-22	test	0.219	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OL3	2025-10-22	test	0.286	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OV3	2026-05-20	test	10.216	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OV6	2026-05-20	test	8.121	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OV7	2026-05-20	test	10.424	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OV8	2026-05-20	test	10.218	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OVB	2026-05-20	test	10.793	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OVC	2026-05-20	test	11.079	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OWJ	2026-05-20	test	17.881	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
9OWK	2026-06-03	test	16.322	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
9OWL	2026-05-20	test	11.548	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OWM	2026-05-20	test	11.723	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OWN	2026-05-06	test	11.634	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OWO	2026-06-10	test	20.073	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OWP	2026-06-10	test	21.21	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OWQ	2026-05-06	test	15.224	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9OY2	2026-05-20	test	14.632	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OY3	2026-05-20	test	11.829	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9OY4	2026-05-20	test	12.846	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9PDE	2026-02-04	test	2.448	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9pde
9PDF	2026-02-04	test	2.389	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9PDG	2026-02-04	test	3.233	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9Q0I	2026-04-29	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
9Q0J	2026-04-29	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
9Q3C	2025-11-05	test	30.104	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=14; required exactly 1		
9QTJ	2026-02-18	test	9.597	SELECTED	test	KEPT		1	/storage9920/home/tinghao.xia/Data_V1/test/9qtj
9QU6	2026-02-25	test	7.516	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9QU7	2026-02-25	test	15.409	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9QZJ	2025-10-01	test	3.394	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9qzj
9R7Q	2026-02-25	test	9.997	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9r7q
9R7W	2026-02-25	test	39.147	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9r7w
9R82	2026-02-25	test		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	A	
9RB4	2026-06-03	test		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	A	
9S1D	2026-07-22	test	12.481	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
9SD9	2026-06-10	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9SXV	2025-11-12	test	2.017	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9SY4	2025-11-12	test	1.869	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9SY8	2026-06-24	test	2.103	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9sy8
9SYC	2026-06-24	test	3.204	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9SYD	2026-06-24	test	2.341	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9SYE	2026-06-24	test	1.807	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9SYF	2026-06-24	test	1.341	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9TCA	2026-02-11	test	9.586	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9TCG	2026-02-11	test	10.289	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
9UUG	2026-06-10	test	3.043	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9uug
9UW0	2025-08-20	test	3.94	SELECTED	test	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/test/9uw0
9V4U	2025-11-26	test	5.312	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9V4V	2025-11-26	test	5.715	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9V4X	2025-11-26	test	5.353	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9V4Y	2025-11-26	test	5.557	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9V4Z	2025-11-26	test	6.069	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9V50	2025-11-26	test	6.02	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9V51	2025-11-26	test	5.835	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	A	
9V7N	2026-03-25	test	1.772	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
9V7O	2026-03-25	test	1.696	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
9V7P	2026-03-25	test	2.531	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	B	
9V7Q	2026-03-25	test	2.045	SELECTED		DROP_INTERNAL_REDUNDANT	Non-representative member of a test homology component	B	
9VMZ	2026-07-01	test		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	A	
9VSN	2026-05-20	test	2.25	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9W1L	2026-01-28	test	8.238	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9w1l
9WHV	2025-10-15	test	21.113	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
9X6B	2026-03-25	test	1.865	SELECTED	test	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/test/9x6b
9YD3	2025-10-22	test	0.269	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
9Z6I	2026-05-27	test	25.986	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/9z6i
9ZBQ	2025-12-03	test	5.199	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9ZBR	2025-12-03	test	12.807	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9ZC6	2025-12-03	test	13.404	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	A	
9ZC7	2025-12-03	test	47.536	SELECTED		DROP_REFERENCE_HOMOLOG	Single RNA chain is homologous to final train/val	B	
9ZC8	2025-12-03	test		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
